CustomerID,Recency,Frequency,Monetary,Monetary_log,Cluster,Segment
12346.0,326,1,77183.6,11.253955234248428,0,Loyal Customers
12347.0,2,7,4310.0,8.368925174747135,0,Loyal Customers
12348.0,75,4,1797.24,7.494563687769957,0,Loyal Customers
12349.0,19,1,1757.55,7.472244884833674,0,Loyal Customers
12350.0,310,1,334.40000000000003,5.815323849389109,2,Hibernating
12352.0,36,7,1665.74,7.418624901780156,0,Loyal Customers
12353.0,204,1,89.0,4.499809670330265,2,Hibernating
12354.0,232,1,1079.4,6.985086621918461,2,Hibernating
12355.0,214,1,459.40000000000003,6.132095676847728,2,Hibernating
12356.0,23,3,2811.43,7.941804157314053,0,Loyal Customers
12357.0,33,1,6207.67,8.733701981297274,0,Loyal Customers
12358.0,2,2,1168.06,7.063955286074528,1,At Risk
12359.0,58,4,6310.03,8.750054175177759,0,Loyal Customers
12360.0,52,3,2662.06,7.887231116540211,0,Loyal Customers
12361.0,287,1,189.9,5.251749730731702,2,Hibernating
12362.0,3,10,5226.2300000000005,8.56163678004062,0,Loyal Customers
12363.0,110,2,552.0,6.315358001522335,1,At Risk
12364.0,8,4,1313.1,7.180907299649593,0,Loyal Customers
12365.0,291,1,320.69,5.773588348900164,2,Hibernating
12367.0,4,1,168.9,5.135210028677887,1,At Risk
12370.0,51,4,3541.94,8.172712169921061,0,Loyal Customers
12371.0,45,2,1887.96,7.543781692052325,0,Loyal Customers
12372.0,72,3,1298.04,7.169380809114136,1,At Risk
12373.0,311,1,364.6,5.901539839579995,2,Hibernating
12374.0,25,1,742.9300000000001,6.6119469443852195,1,At Risk
12375.0,11,2,457.5,6.127960291696519,1,At Risk
12377.0,315,2,1628.1200000000001,7.395795270713971,2,Hibernating
12378.0,130,1,4008.62,8.29645175271804,0,Loyal Customers
12379.0,82,2,852.24,6.749040867823617,1,At Risk
12380.0,22,4,2724.81,7.910520910634419,0,Loyal Customers
12381.0,5,5,1845.31,7.520944331624911,0,Loyal Customers
12383.0,185,5,1850.56,7.523783805985769,0,Loyal Customers
12384.0,29,2,585.27,6.373780434317173,1,At Risk
12386.0,338,2,401.9,5.998688392197302,2,Hibernating
12388.0,16,6,2780.6600000000003,7.930803150780257,0,Loyal Customers
12390.0,80,1,549.84,6.311444385858925,1,At Risk
12391.0,22,1,439.66,6.0882736030360425,1,At Risk
12393.0,72,4,1582.6000000000001,7.3674560152319755,0,Loyal Customers
12394.0,64,2,1272.48,7.149508589545504,1,At Risk
12395.0,19,12,3018.63,8.012889586306857,0,Loyal Customers
12397.0,36,2,2409.9,7.7877554007552545,0,Loyal Customers
12398.0,46,1,1635.6599999999999,7.4004128587924045,1,At Risk
12399.0,119,4,1108.65,7.011799929268738,1,At Risk
12401.0,303,1,84.3,4.446174454497633,2,Hibernating
12402.0,323,1,225.60000000000002,5.423186348593906,2,Hibernating
12403.0,50,1,427.7,6.0607573736039315,1,At Risk
12405.0,149,1,1710.39,7.445061184797548,1,At Risk
12406.0,22,2,3415.3,8.136313373066384,0,Loyal Customers
12407.0,50,5,1708.12,7.4437338971514055,0,Loyal Customers
12408.0,33,5,2888.55,7.968856059639959,0,Loyal Customers
12409.0,79,3,11072.67,9.312325497408466,0,Loyal Customers
12410.0,309,2,693.33,6.542947351813216,2,Hibernating
12412.0,75,3,1226.88,7.1130443840624835,1,At Risk
12413.0,67,3,758.1,6.632133521022722,1,At Risk
12414.0,217,3,562.4100000000001,6.334007604663526,2,Hibernating
12415.0,24,21,124914.53,11.735393027855736,0,Loyal Customers
12417.0,3,9,3649.1,8.202509843461513,0,Loyal Customers
12418.0,113,1,668.58,6.506650650150935,1,At Risk
12420.0,64,1,600.39,6.3992436425478765,1,At Risk
12421.0,16,4,807.04,6.69461156224626,1,At Risk
12422.0,96,3,803.5600000000001,6.690295544136225,1,At Risk
12423.0,1,8,1859.31,7.528498419486568,0,Loyal Customers
12424.0,163,2,1760.96,7.474182104762846,1,At Risk
12425.0,78,1,777.2,6.6569835605504535,1,At Risk
12426.0,195,1,582.73,6.369438547154207,2,Hibernating
12427.0,22,3,825.8000000000001,6.717562827807614,1,At Risk
12428.0,26,8,7405.26,8.9100808675276,0,Loyal Customers
12429.0,9,4,3750.4,8.22988438262624,0,Loyal Customers
12430.0,43,1,256.4,5.5506312951620265,1,At Risk
12431.0,36,15,6419.95,8.767321360814657,0,Loyal Customers
12432.0,43,5,5059.32,8.529185001388596,0,Loyal Customers
12433.0,1,7,13375.87,9.50128237507538,0,Loyal Customers
12434.0,85,2,806.14,6.6934971352559,1,At Risk
12435.0,80,2,7829.89,8.965831447914955,0,Loyal Customers
12436.0,100,1,509.01,6.234430333369278,1,At Risk
12437.0,2,18,4951.41,8.507629605767502,0,Loyal Customers
12438.0,14,2,2906.85,7.9751692554798295,0,Loyal Customers
12441.0,367,1,173.55,5.162211233551045,2,Hibernating
12442.0,3,1,172.06,5.153638355178593,1,At Risk
12444.0,21,5,5005.46,8.518484357502437,0,Loyal Customers
12445.0,22,1,133.4,4.900820428089049,1,At Risk
12446.0,58,1,1002.3100000000001,6.9110598129904375,1,At Risk
12447.0,243,1,476.49,6.168543217293113,2,Hibernating
12448.0,44,1,449.45,6.110247083097449,1,At Risk
12449.0,22,4,4067.29,8.310978042729836,0,Loyal Customers
12450.0,156,2,197.88,5.292701627762401,2,Hibernating
12451.0,11,5,9035.52,9.109029423519523,0,Loyal Customers
12452.0,17,2,430.57000000000005,6.067429722163682,1,At Risk
12453.0,134,1,707.09,6.562571204258897,1,At Risk
12454.0,56,1,3528.34,8.168866163607964,0,Loyal Customers
12455.0,73,6,2466.86,7.81110665732229,0,Loyal Customers
12456.0,44,3,3181.04,8.065277779528966,0,Loyal Customers
12457.0,66,7,2363.23,7.768207666517555,0,Loyal Customers
12458.0,71,2,947.4,6.854776354191251,1,At Risk
12461.0,94,2,826.88,6.718868216346018,1,At Risk
12462.0,19,2,1189.59,7.082204261557526,1,At Risk
12463.0,53,4,1344.78,7.204729049594601,1,At Risk
12464.0,10,8,1212.05,7.100893128209941,0,Loyal Customers
12465.0,17,2,742.19,6.610951732080795,1,At Risk
12468.0,188,2,729.54,6.593783986707386,2,Hibernating
12471.0,2,29,19758.65,9.891397258594383,0,Loyal Customers
12472.0,32,7,6572.11,8.790742363252102,0,Loyal Customers
12473.0,54,3,2873.73,7.963714035777866,0,Loyal Customers
12474.0,17,18,7324.09,8.899060720499207,0,Loyal Customers
12475.0,54,1,723.38,6.585316116572351,1,At Risk
12476.0,16,11,6816.42,8.82723638014411,0,Loyal Customers
12477.0,23,6,13219.74,9.489542087633343,0,Loyal Customers
12478.0,4,1,680.99,6.525014994979364,1,At Risk
12479.0,11,1,527.2,6.269474999863032,1,At Risk
12480.0,28,4,3281.63,8.096400209353131,0,Loyal Customers
12481.0,23,10,5579.82,8.62709099798378,0,Loyal Customers
12483.0,17,8,2484.98,7.8184222269860015,0,Loyal Customers
12484.0,33,6,4527.32,8.418106288764006,0,Loyal Customers
12488.0,10,3,1298.66,7.169857970780942,1,At Risk
12489.0,336,1,334.93,5.816902804925467,2,Hibernating
12490.0,5,10,5417.93,8.597653657970227,0,Loyal Customers
12491.0,39,1,460.40000000000003,6.134265345739653,1,At Risk
12492.0,63,2,263.21000000000004,5.5767442414854775,1,At Risk
12493.0,166,2,433.74,6.0747481512447195,2,Hibernating
12494.0,16,7,1246.1,7.128576134926702,0,Loyal Customers
12497.0,82,1,1043.1,6.950910549296065,1,At Risk
12498.0,21,3,403.70000000000005,6.00314605188182,1,At Risk
12500.0,23,11,4257.82,8.356747405587967,0,Loyal Customers
12501.0,337,1,2169.39,7.682662153888476,2,Hibernating
12502.0,96,5,3723.87,8.222787230875806,0,Loyal Customers
12504.0,18,2,482.04999999999995,6.180120167963518,1,At Risk
12506.0,233,1,73.5,4.310799125385514,2,Hibernating
12507.0,134,3,1304.81,7.174578816863813,1,At Risk
12508.0,26,2,397.88,5.988660619775247,1,At Risk
12509.0,284,1,176.5,5.178970608915471,2,Hibernating
12510.0,143,2,982.5699999999999,6.8911888096735625,1,At Risk
12512.0,66,2,132.18,4.891701596682476,1,At Risk
12513.0,113,1,612.29,6.418837907265026,1,At Risk
12514.0,267,1,1017.6800000000001,6.926262950537877,2,Hibernating
12515.0,353,1,383.7,5.95246380975825,2,Hibernating
12516.0,78,2,1312.06,7.180115570136106,1,At Risk
12517.0,28,5,2481.6,7.817061677081847,0,Loyal Customers
12518.0,1,5,2056.89,7.629436465014086,0,Loyal Customers
12519.0,64,1,330.84000000000003,5.804652925041163,1,At Risk
12520.0,79,5,2634.26,7.876737127834484,0,Loyal Customers
12521.0,143,1,599.68,6.39806234681208,1,At Risk
12522.0,39,2,192.72,5.266413817535028,1,At Risk
12523.0,19,11,1789.77,7.490400973937009,0,Loyal Customers
12524.0,9,8,4485.72,8.408877201532766,0,Loyal Customers
12526.0,1,3,1316.66,7.183612715167257,1,At Risk
12527.0,82,3,348.71000000000004,5.857104239599851,1,At Risk
12528.0,9,6,1933.48,7.567593835498341,0,Loyal Customers
12530.0,60,4,1662.28,7.416546835435133,0,Loyal Customers
12531.0,15,1,125.22,4.838026416156094,1,At Risk
12532.0,30,1,349.83000000000004,5.860301775655642,1,At Risk
12534.0,131,1,1089.18,6.9940980992041535,1,At Risk
12535.0,92,2,716.35,6.575563866544399,1,At Risk
12536.0,59,1,4279.71,8.361874162668443,0,Loyal Customers
12538.0,29,1,363.95,5.899760357897641,1,At Risk
12539.0,22,4,5568.35,8.625033629522884,0,Loyal Customers
12540.0,20,17,13400.24,9.503102518971122,0,Loyal Customers
12541.0,30,3,981.18,6.889774590946187,1,At Risk
12544.0,36,1,372.7,5.923453336491439,1,At Risk
12545.0,75,2,1000.39,6.9091443138264115,1,At Risk
12546.0,47,2,1161.5,7.058328137461511,1,At Risk
12547.0,198,2,207.8,5.341376856008484,2,Hibernating
12548.0,166,1,95.19999999999999,4.566429357671661,2,Hibernating
12550.0,79,1,964.83,6.872987835288763,1,At Risk
12551.0,358,1,168.0,5.1298987149230735,2,Hibernating
12552.0,39,2,437.82,6.084089306213804,1,At Risk
12553.0,8,10,3692.28,8.214270231095687,0,Loyal Customers
12556.0,50,2,599.56,6.397862553264747,1,At Risk
12557.0,16,5,11990.960000000001,9.391991704219834,0,Loyal Customers
12558.0,8,1,269.96,5.601971208509516,1,At Risk
12559.0,311,2,561.71,6.33276439774036,2,Hibernating
12560.0,5,3,2134.01,7.666226609492505,0,Loyal Customers
12561.0,303,1,238.85,5.480013727948073,2,Hibernating
12562.0,8,7,3781.7400000000002,8.23820389374878,0,Loyal Customers
12564.0,261,1,456.90000000000003,6.12665081966305,2,Hibernating
12565.0,289,1,145.92000000000002,4.989888220951467,2,Hibernating
12566.0,86,1,351.65,5.865476063654188,1,At Risk
12567.0,23,10,9401.28,9.148707492038316,0,Loyal Customers
12569.0,2,32,4124.6900000000005,8.324988557507531,0,Loyal Customers
12571.0,40,2,519.61,6.255001200981438,1,At Risk
12572.0,9,2,1020.4200000000001,6.928949094989139,1,At Risk
12573.0,227,1,160.54000000000002,5.08475279001415,2,Hibernating
12574.0,316,1,218.45000000000002,5.391124416134243,2,Hibernating
12576.0,36,5,1315.83,7.182982612166326,0,Loyal Customers
12577.0,35,3,622.65,6.435589313571718,1,At Risk
12578.0,21,2,2794.51,7.935769837637909,0,Loyal Customers
12579.0,78,1,440.42,6.0899968031722285,1,At Risk
12580.0,247,1,415.7,6.032366538428407,2,Hibernating
12581.0,40,1,197.71,5.291846475417725,1,At Risk
12582.0,239,2,511.36,6.239027502962935,2,Hibernating
12583.0,3,15,7281.38,8.89321301083995,0,Loyal Customers
12584.0,4,9,2338.15,7.757542894498013,0,Loyal Customers
12585.0,234,2,2040.1,7.621244157199997,2,Hibernating
12586.0,17,1,196.94000000000003,5.2879639544685455,1,At Risk
12587.0,8,1,144.0,4.976733742420574,1,At Risk
12588.0,39,1,214.89999999999998,5.3748153375207615,1,At Risk
12589.0,29,2,646.68,6.473396747218992,1,At Risk
12590.0,211,2,9864.26,9.196774773912752,0,Loyal Customers
12591.0,317,1,452.84999999999997,6.117766746972636,2,Hibernating
12592.0,92,2,437.6,6.083587835983788,1,At Risk
12593.0,109,3,418.1,6.038109554931026,1,At Risk
12594.0,38,10,3338.2200000000003,8.113492525763553,0,Loyal Customers
12596.0,51,2,618.27,6.428541364981557,1,At Risk
12597.0,19,4,3811.22,8.245966975595675,0,Loyal Customers
12598.0,10,8,3023.08,8.01436219197595,0,Loyal Customers
12599.0,29,7,1032.58,6.940783782995926,0,Loyal Customers
12600.0,29,10,2599.04,7.863282108506616,0,Loyal Customers
12601.0,190,5,577.0600000000001,6.359677669513258,2,Hibernating
12602.0,59,1,153.12,5.037731519757957,1,At Risk
12603.0,22,1,739.1999999999999,6.606920419952056,1,At Risk
12604.0,79,2,254.18,5.541969178493598,1,At Risk
12607.0,60,1,1579.51,7.3655028587473295,1,At Risk
12609.0,78,3,1126.85,7.0280684444921455,1,At Risk
12610.0,23,5,2099.54,7.6499497335130995,0,Loyal Customers
12611.0,52,1,1193.32,7.085332264745334,1,At Risk
12612.0,74,1,704.04,6.558254538791405,1,At Risk
12613.0,57,5,3344.38,8.115335568501695,0,Loyal Customers
12614.0,278,1,315.6,5.757639147446912,2,Hibernating
12615.0,2,4,2291.19,7.73726297143202,0,Loyal Customers
12616.0,95,2,713.3,6.571303042160927,1,At Risk
12617.0,29,1,352.98,5.869240414362608,1,At Risk
12618.0,22,1,177.31,5.183523608545955,1,At Risk
12619.0,16,8,3251.56,8.087197657564705,0,Loyal Customers
12620.0,15,3,1339.41,7.20073081629489,1,At Risk
12621.0,2,20,13689.67,9.524469857917655,0,Loyal Customers
12622.0,232,1,180.1,5.199049364889367,2,Hibernating
12623.0,276,1,305.1,5.723911845951367,2,Hibernating
12624.0,106,2,641.13,6.464790775403018,1,At Risk
12625.0,212,2,2683.82,7.895368965589599,2,Hibernating
12626.0,23,9,6620.4800000000005,8.798074188898816,0,Loyal Customers
12627.0,11,7,4478.53,8.407273409191232,0,Loyal Customers
12628.0,4,3,786.46,6.668812575758953,1,At Risk
12630.0,10,2,1270.88,7.1482513998271635,1,At Risk
12631.0,57,1,640.5,6.463809184055691,1,At Risk
12633.0,59,4,2163.98,7.6801664025186325,0,Loyal Customers
12635.0,90,2,1689.18,7.432590311121191,1,At Risk
12637.0,67,8,6002.9,8.70016453705169,0,Loyal Customers
12638.0,33,1,671.69,6.511284599453549,1,At Risk
12639.0,239,1,486.1,6.188469440812497,2,Hibernating
12640.0,24,3,1174.58,7.06951692181073,1,At Risk
12641.0,115,1,185.9,5.230573714461517,1,At Risk
12642.0,25,3,1013.26,6.9219145615400475,1,At Risk
12643.0,128,6,3344.64,8.11541328460481,0,Loyal Customers
12644.0,130,1,477.90999999999997,6.171512688316606,1,At Risk
12645.0,34,4,1775.18,7.482220269767765,0,Loyal Customers
12646.0,5,2,1346.97,7.206355036031724,1,At Risk
12647.0,22,12,3722.82,8.222505302105255,0,Loyal Customers
12648.0,155,1,318.05,5.765347830314356,2,Hibernating
12649.0,107,3,623.51,6.4369673422476765,1,At Risk
12650.0,3,1,314.44,5.753968489569372,1,At Risk
12651.0,335,1,114.0,4.74493212836325,2,Hibernating
12652.0,331,1,919.98,6.82543832049292,2,Hibernating
12653.0,149,2,2209.85,7.701132335950876,0,Loyal Customers
12654.0,11,5,601.98,6.401884028681278,1,At Risk
12656.0,17,5,4051.17,8.30700781907883,0,Loyal Customers
12657.0,11,4,1643.18,7.4049970586737315,0,Loyal Customers
12658.0,19,1,686.05,6.532407069777784,1,At Risk
12659.0,30,1,91.68,4.529152699564175,1,At Risk
12660.0,11,1,245.10000000000002,5.50573795739701,1,At Risk
12662.0,1,11,3849.78,8.256031004164345,0,Loyal Customers
12664.0,8,9,4881.88,8.49349048870337,0,Loyal Customers
12665.0,325,1,63.0,4.1588830833596715,2,Hibernating
12667.0,58,1,620.13,6.431540399799522,1,At Risk
