CustomerID,recency_days,frequency,monetary
14646.0,1.0263888887129724,73,280206.02
18102.0,0.04166666651144624,60,259657.3
17450.0,7.972916666418314,46,194390.79
16446.0,0.1493055555038154,2,168472.5
14911.0,0.8722222219221294,199,140336.83
12415.0,23.936111110728234,21,124914.53
14156.0,9.080555555410683,55,117210.08
17511.0,2.109722222201526,31,91062.38
16029.0,38.09930555522442,63,80850.84
12346.0,325.11736111110076,1,77183.6
16684.0,3.947222222108394,28,66653.56
13694.0,3.1374999997206032,50,65039.62
15311.0,0.03472222201526165,91,60632.75
13089.0,2.158333333209157,97,58762.08
17949.0,0.7527777776122093,44,58030.48
15769.0,6.956944444216788,26,56252.72
15061.0,3.0305555551312864,48,54534.14
14096.0,3.814583333209157,17,53258.43
14298.0,7.984722222201526,44,51527.3
14088.0,9.856944444123656,13,50491.81
15749.0,234.97916666651145,3,44534.3
12931.0,21.007638888899237,15,42055.96
17841.0,1.029861110728234,124,40495.99
15098.0,181.88680555531755,3,39916.5
13798.0,0.8743055551312864,57,37153.85
16013.0,3.0930555551312864,47,37130.6
16422.0,16.951388888526708,51,34684.4
15838.0,10.951388888526708,19,33643.08
17404.0,3.849999999627471,15,31876.82
17389.0,0.13333333330228925,34,31833.68
12748.0,0.020833333022892475,206,31654.78
13098.0,0.941666666418314,28,28882.44
14680.0,24.82708333292976,16,28754.11
13081.0,11.080555555410683,11,28337.38
13408.0,1.15625,62,28117.04
16333.0,7.021527777425945,22,26626.8
13777.0,0.017361111007630825,33,25977.16
17857.0,3.984027777798474,22,25301.54
12753.0,22.081944444216788,6,21429.39
16210.0,1.009722222108394,17,21076.3
17675.0,0.7826388888061047,31,20374.28
17381.0,8.035416666418314,29,20275.61
15039.0,9.054861111100763,47,19766.59
12471.0,1.8798611108213663,29,19758.65
12731.0,23.035416666418314,12,18895.91
15159.0,1.03125,30,18641.01
12901.0,8.113194444216788,28,17654.54
12678.0,41.990277777425945,12,17628.46
14031.0,6.817361110821366,19,17286.86
17428.0,0.12847222201526165,28,17256.85
13767.0,1.9097222220152617,37,17220.36
13881.0,3.0,20,17159.52
16839.0,8.157638888806105,34,16594.35
12921.0,8.852777777705342,37,16587.09
17677.0,1.1208333331160247,30,16345.38
15189.0,0.9777777777053416,41,16225.39
15856.0,3.820138888899237,27,16142.38
14051.0,0.10416666651144624,23,15610.39
14607.0,15.09375,12,15021.5
15513.0,32.92638888861984,19,14758.22
16133.0,3.0597222219221294,33,14589.04
14866.0,10.045138888526708,12,14389.9
16705.0,0.029166666325181723,20,14034.99
12681.0,14.053472221828997,22,13787.54
12621.0,1.059027777519077,20,13689.67
12540.0,19.054861111100763,17,13400.24
12433.0,0.11666666623204947,7,13375.87
15498.0,2.0013888888061047,27,13316.4
12477.0,22.124305555131286,6,13219.74
17735.0,1.8354166662320495,19,13110.02
16525.0,1.904861110728234,26,13027.45
14258.0,8.890972222201526,9,12669.98
13078.0,2.884722222108394,26,12627.94
15640.0,3.9270833330228925,15,12416.11
16000.0,2.0229166662320495,3,12393.7
17340.0,29.086805555503815,11,12353.29
12682.0,3.1180555555038154,31,12279.82
13113.0,0.00069444440305233,24,12245.96
14606.0,0.7236111108213663,91,12046.15
12557.0,15.82708333292976,5,11990.96
12939.0,63.928472221829,8,11581.8
15125.0,24.953472222201526,15,11528.48
14194.0,4.091666666325182,21,11349.52
12971.0,3.0208333330228925,86,11189.91
14895.0,7.1437499998137355,20,11138.71
12409.0,78.09166666632518,3,11072.67
17581.0,0.020138888619840145,25,11025.24
13319.0,4.969444444403052,26,10845.55
15482.0,15.086111111100763,11,10839.76
17107.0,32.941666666418314,6,10797.48
13340.0,44.98263888852671,7,10736.48
17139.0,15.109722222201526,12,10650.77
16779.0,1.913888888899237,22,10611.72
17865.0,30.02916666632518,20,10524.22
17706.0,3.9694444444030523,17,10504.49
15251.0,8.908333333209157,11,10484.99
14062.0,9.115277777425945,12,10464.85
14769.0,2.101388888899237,8,10415.33
15615.0,9.922222222201526,23,10399.74
16180.0,99.84861111082137,8,10254.18
16843.0,42.155555555131286,16,10196.57
12590.0,210.91527777770534,2,9864.26
13199.0,3.013888888526708,37,9802.12
13001.0,3.915972222108394,13,9785.97
15078.0,6.881249999627471,32,9743.11
12709.0,14.88333333330229,15,9706.52
13458.0,6.88958333292976,14,9646.57
14733.0,15.882638888899237,12,9585.91
16523.0,1.1555555551312864,21,9418.47
12567.0,22.074999999720603,10,9401.28
14367.0,7.979861110914499,16,9227.82
14667.0,10.055555555503815,25,9170.79
12744.0,55.91388888889924,4,9120.39
18092.0,1.9833333329297602,11,9068.26
12451.0,10.17361111100763,5,9035.52
13969.0,6.902083333116025,18,9024.17
13488.0,16.92291666660458,13,8968.31
